ip,port,err,checkurl,g_idx
49.0.41.81,38235,asyncio.exceptions.TimeoutError,https://www.whatismyip.com/,33
49.0.41.81,38235,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,33
49.0.41.81,38235,asyncio.exceptions.TimeoutError,https://whatismyipaddress.com/zh-cn/index,33
49.0.41.81,38235,"status=403, or ip not show in checkurl",https://www.myip.com/,33
51.77.123.244,80,"500, message='Internal Server Error', url=URL('http://51.77.123.244:80')",https://www.myip.com/,34
51.77.123.244,80,"500, message='Internal Server Error', url=URL('http://51.77.123.244:80')",https://www.rus.net.tw/myip.php,34
51.77.123.244,80,"500, message='Internal Server Error', url=URL('http://51.77.123.244:80')",https://www.whatismyip.com.tw/tw/,34
51.77.123.244,80,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,34
51.77.123.244,80,asyncio.exceptions.TimeoutError,https://www.whatismyip.com/,34
51.77.123.244,80,asyncio.exceptions.TimeoutError,https://whatismyipaddress.com/zh-cn/index,34
51.77.123.244,80,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,34
68.183.221.156,41933,asyncio.exceptions.TimeoutError,https://www.whatismyip.com.tw/tw/,35
68.183.221.156,41933,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,35
68.183.221.156,41933,asyncio.exceptions.TimeoutError,https://whatismyipaddress.com/zh-cn/index,35
68.183.221.156,41933,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,35
68.183.221.156,41933,asyncio.exceptions.TimeoutError,https://www.whatismyip.com/,35
68.183.221.156,41933,asyncio.exceptions.TimeoutError,https://www.rus.net.tw/myip.php,35
68.183.221.156,41933,asyncio.exceptions.TimeoutError,https://www.myip.com/,35
79.111.13.155,50625,asyncio.exceptions.TimeoutError,https://www.rus.net.tw/myip.php,36
79.111.13.155,50625,asyncio.exceptions.TimeoutError,http://210.240.175.62/NTIIS/IP_test.asp,36
79.111.13.155,50625,asyncio.exceptions.TimeoutError,https://www.myip.com/,36
79.111.13.155,50625,asyncio.exceptions.TimeoutError,https://www.whatismyip.com/,36
79.111.13.155,50625,asyncio.exceptions.TimeoutError,https://httpbin.org/ip,36
